time	time	departures_all	arrivals_all	stuck_all	en-route_all	departures_bike	arrivals_bike	stuck_bike	en-route_bike	departures_car	arrivals_car	stuck_car	en-route_car	departures_pedestrian	arrivals_pedestrian	stuck_pedestrian	en-route_pedestrian	departures_pt	arrivals_pt	stuck_pt	en-route_pt	departures_walk	arrivals_walk	stuck_walk	en-route_walk
06:35:00	23700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
06:40:00	24000	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2
06:45:00	24300	3	1	0	4	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	1	0	3
06:50:00	24600	7	3	0	8	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	6	2	0	7
06:55:00	24900	7	1	0	14	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	6	1	0	12
07:00:00	25200	9	4	0	19	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	9	2	0	19
07:05:00	25500	23	3	0	39	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	20	3	0	36
07:10:00	25800	38	11	0	66	0	0	0	0	5	2	0	3	2	0	0	5	1	0	0	1	30	9	0	57
07:15:00	26100	54	31	0	89	1	0	0	1	4	4	0	3	1	0	0	6	15	2	0	14	33	25	0	65
07:20:00	26400	92	45	0	136	0	0	0	1	6	4	0	5	0	0	0	6	15	14	0	15	71	27	0	109
07:25:00	26700	148	93	0	191	4	1	0	4	13	8	0	10	8	0	0	14	34	16	0	33	89	68	0	130
07:30:00	27000	239	150	0	280	0	1	0	3	15	11	0	14	16	0	0	30	56	34	0	55	152	104	0	178
07:35:00	27300	282	216	0	346	3	1	0	5	25	14	0	25	16	0	0	46	64	57	0	62	174	144	0	208
07:40:00	27600	412	268	0	490	9	4	0	10	38	19	0	44	27	2	0	71	68	55	0	75	270	188	0	290
07:45:00	27900	679	492	0	677	17	3	0	24	114	49	0	109	35	2	0	104	91	74	0	92	422	364	0	348
07:50:00	28200	1026	709	0	994	32	6	0	50	211	74	0	246	34	6	0	132	89	89	0	92	660	534	0	474
07:55:00	28500	1399	1050	0	1343	72	19	0	103	374	106	0	514	45	15	0	162	93	82	0	103	815	828	0	461
08:00:00	28800	1480	1185	0	1638	80	29	0	154	398	173	0	739	43	23	0	182	84	68	0	119	875	892	0	444
08:05:00	29100	1422	1330	0	1730	73	64	0	163	336	233	0	842	24	43	0	163	82	81	0	120	907	909	0	442
08:10:00	29400	1353	1357	0	1726	50	58	0	155	290	267	0	865	22	40	0	145	91	91	0	120	900	901	0	441
08:15:00	29700	1157	1187	0	1696	63	63	0	155	265	215	0	915	5	30	0	120	85	67	0	138	739	812	0	368
08:20:00	30000	1026	1054	0	1668	51	48	0	158	218	207	0	926	9	38	0	91	69	66	0	141	679	695	0	352
08:25:00	30300	979	1014	0	1633	31	44	0	145	238	184	0	980	6	32	0	65	65	62	0	144	639	692	0	299
08:30:00	30600	874	932	0	1575	31	42	0	134	183	189	0	974	3	26	0	42	60	78	0	126	597	597	0	299
08:35:00	30900	761	799	0	1537	34	31	0	137	165	137	0	1002	1	16	0	27	69	73	0	122	492	542	0	249
08:40:00	31200	639	662	0	1514	26	30	0	133	144	136	0	1010	1	8	0	20	57	33	0	146	411	455	0	205
08:45:00	31500	556	580	0	1490	24	17	0	140	121	132	0	999	0	5	0	15	42	46	0	142	369	380	0	194
08:50:00	31800	504	553	0	1441	21	25	0	136	96	113	0	982	2	7	0	10	38	45	0	135	347	363	0	178
08:55:00	32100	429	482	0	1388	14	24	0	126	94	112	0	964	1	2	0	9	34	35	0	134	286	309	0	155
09:00:00	32400	380	418	0	1350	13	23	0	116	70	98	0	936	0	1	0	8	36	27	0	143	261	269	0	147
09:05:00	32700	375	464	0	1261	12	17	0	111	66	121	0	881	2	2	0	8	32	35	0	140	263	289	0	121
09:10:00	33000	284	368	0	1177	10	21	0	100	50	94	0	837	0	2	0	6	25	23	0	142	199	228	0	92
09:15:00	33300	218	286	0	1109	5	8	0	97	32	79	0	790	0	1	0	5	20	22	0	140	161	176	0	77
09:20:00	33600	224	262	0	1071	4	6	0	95	33	74	0	749	1	2	0	4	18	28	0	130	168	152	0	93
09:25:00	33900	246	328	0	989	7	18	0	84	27	81	0	695	0	2	0	2	26	44	0	112	186	183	0	96
09:30:00	34200	278	388	0	879	7	13	0	78	31	98	0	628	2	1	0	3	16	56	0	72	222	220	0	98
09:35:00	34500	199	265	0	813	5	13	0	70	29	69	0	588	2	1	0	4	17	16	0	73	146	166	0	78
09:40:00	34800	157	221	0	749	1	6	0	65	17	67	0	538	0	2	0	2	14	16	0	71	125	130	0	73
09:45:00	35100	171	206	0	714	2	7	0	60	24	43	0	519	4	1	0	5	20	31	0	60	121	124	0	70
09:50:00	35400	172	210	0	676	0	8	0	52	24	51	0	492	2	0	0	7	21	27	0	54	125	124	0	71
09:55:00	35700	157	225	0	608	0	4	0	48	18	56	0	454	1	1	0	7	20	34	0	40	118	130	0	59
10:00:00	36000	163	178	0	593	0	3	0	45	22	40	0	436	2	2	0	7	17	27	0	30	122	106	0	75
10:05:00	36300	206	235	0	564	0	7	0	38	25	56	0	405	3	2	0	8	31	30	0	31	147	140	0	82
10:10:00	36600	178	241	0	501	1	2	0	37	20	73	0	352	4	1	0	11	20	27	0	24	133	138	0	77
10:15:00	36900	172	208	0	465	0	6	0	31	24	47	0	329	2	3	0	10	18	25	0	17	128	127	0	78
10:20:00	37200	151	193	0	423	0	1	0	30	23	48	0	304	0	3	0	7	24	20	0	21	104	121	0	61
10:25:00	37500	151	164	0	410	0	0	0	30	24	39	0	289	3	1	0	9	15	25	0	11	109	99	0	71
10:30:00	37800	159	176	0	393	0	2	0	28	30	43	0	276	1	1	0	9	21	16	0	16	107	114	0	64
10:35:00	38100	153	169	0	377	0	1	0	27	24	43	0	257	1	2	0	8	18	17	0	17	110	106	0	68
10:40:00	38400	144	161	0	360	0	0	0	27	20	36	0	241	6	2	0	12	20	20	0	17	98	103	0	63
10:45:00	38700	140	161	0	339	0	0	0	27	19	42	0	218	3	1	0	14	18	17	0	18	100	101	0	62
10:50:00	39000	132	148	0	323	0	1	0	26	16	31	0	203	1	3	0	12	22	21	0	19	93	92	0	63
10:55:00	39300	155	155	0	323	0	0	0	26	25	30	0	198	1	6	0	7	23	20	0	22	106	99	0	70
11:00:00	39600	158	178	0	303	0	2	0	24	23	41	0	180	1	1	0	7	25	23	0	24	109	111	0	68
11:05:00	39900	151	156	0	298	0	2	0	22	22	29	0	173	1	2	0	6	18	27	0	15	110	96	0	82
11:10:00	40200	139	156	0	281	0	1	0	21	22	40	0	155	2	0	0	8	16	18	0	13	99	97	0	84
11:15:00	40500	148	156	0	273	0	3	0	18	26	27	0	154	3	1	0	10	23	20	0	16	96	105	0	75
11:20:00	40800	142	140	0	275	0	1	0	17	20	30	0	144	3	3	0	10	26	19	0	23	93	87	0	81
11:25:00	41100	150	158	0	267	0	0	0	17	21	23	0	142	2	2	0	10	28	29	0	22	99	104	0	76
11:30:00	41400	148	152	0	263	0	0	0	17	26	24	0	144	3	1	0	12	28	28	0	22	91	99	0	68
11:35:00	41700	131	141	0	253	0	0	0	17	19	24	0	139	0	3	0	9	17	24	0	15	95	90	0	73
11:40:00	42000	130	137	0	246	0	0	0	17	21	23	0	137	1	4	0	6	24	19	0	20	84	91	0	66
11:45:00	42300	121	120	0	247	0	0	0	17	25	19	0	143	0	2	0	4	11	21	0	10	85	78	0	73
11:50:00	42600	117	119	0	245	0	0	0	17	20	28	0	135	1	0	0	5	21	12	0	19	75	79	0	69
11:55:00	42900	139	122	0	262	0	0	0	17	27	17	0	145	2	0	0	7	22	22	0	19	88	83	0	74
12:00:00	43200	134	120	0	276	0	0	0	17	26	23	0	148	1	1	0	7	14	20	0	13	93	76	0	91
12:05:00	43500	120	131	0	265	0	0	0	17	23	26	0	145	3	0	0	10	22	14	0	21	72	91	0	72
12:10:00	43800	150	151	0	264	0	0	0	17	25	28	0	142	3	1	0	12	22	23	0	20	100	99	0	73
12:15:00	44100	149	156	0	257	0	2	0	15	23	32	0	133	2	4	0	10	23	22	0	21	101	96	0	78
12:20:00	44400	130	147	0	240	0	1	0	14	20	24	0	129	4	2	0	12	17	25	0	13	89	95	0	72
12:25:00	44700	135	138	0	237	0	0	0	14	16	25	0	120	2	2	0	12	24	18	0	19	93	93	0	72
12:30:00	45000	155	156	0	236	0	1	0	13	29	34	0	115	2	2	0	12	22	21	0	20	102	98	0	76
12:35:00	45300	143	158	0	221	0	0	0	13	23	31	0	107	3	1	0	14	20	21	0	19	97	105	0	68
12:40:00	45600	121	135	0	207	0	0	0	13	16	26	0	97	6	2	0	18	17	21	0	15	82	86	0	64
12:45:00	45900	112	117	0	202	0	3	0	10	14	17	0	94	1	4	0	15	16	16	0	15	81	77	0	68
12:50:00	46200	127	133	0	196	0	1	0	9	23	24	0	93	3	4	0	14	21	16	0	20	80	88	0	60
12:55:00	46500	132	134	0	194	0	1	0	8	19	33	0	79	1	2	0	13	17	20	0	17	95	78	0	77
13:00:00	46800	119	137	0	176	0	2	0	6	21	23	0	77	3	2	0	14	19	18	0	18	76	92	0	61
13:05:00	47100	135	137	0	174	0	3	0	3	27	23	0	81	1	2	0	13	19	21	0	16	88	88	0	61
13:10:00	47400	143	145	0	172	0	2	0	1	20	42	0	59	3	4	0	12	10	17	0	9	110	80	0	91
13:15:00	47700	137	161	0	148	0	1	0	0	21	34	0	46	3	4	0	11	24	14	0	19	89	108	0	72
13:20:00	48000	124	134	0	138	0	0	0	0	17	27	0	36	2	1	0	12	17	18	0	18	88	88	0	72
13:25:00	48300	144	149	0	133	0	0	0	0	26	27	0	35	2	2	0	12	25	25	0	18	91	95	0	68
13:30:00	48600	126	131	0	128	0	0	0	0	18	30	0	23	2	1	0	13	19	17	0	20	87	83	0	72
13:35:00	48900	122	135	0	115	0	0	0	0	18	23	0	18	0	3	0	10	23	23	0	20	81	86	0	67
13:40:00	49200	141	142	0	114	0	0	0	0	25	24	0	19	4	1	0	13	18	21	0	17	94	96	0	65
13:45:00	49500	131	120	0	125	0	0	0	0	25	21	0	23	0	3	0	10	16	19	0	14	90	77	0	78
13:50:00	49800	139	141	0	123	0	0	0	0	18	24	0	17	1	4	0	7	28	22	0	20	92	91	0	79
13:55:00	50100	117	128	0	112	0	0	0	0	23	18	0	22	2	2	0	7	16	20	0	16	76	88	0	67
14:00:00	50400	114	129	0	97	0	0	0	0	16	24	0	14	4	2	0	9	21	17	0	20	73	86	0	54
14:05:00	50700	128	114	0	111	0	0	0	0	22	15	0	21	3	1	0	11	22	22	0	20	81	76	0	59
14:10:00	51000	115	110	0	116	0	0	0	0	18	19	0	20	4	1	0	14	15	21	0	14	78	69	0	68
14:15:00	51300	131	131	0	116	0	0	0	0	21	25	0	16	3	3	0	14	18	16	0	16	89	87	0	70
14:20:00	51600	159	140	0	135	0	0	0	0	26	20	0	22	3	3	0	14	31	20	0	27	99	97	0	72
14:25:00	51900	147	145	0	137	0	0	0	0	20	23	0	19	3	3	0	14	22	34	0	15	102	85	0	89
14:30:00	52200	140	141	0	136	0	0	0	0	27	20	0	26	2	2	0	14	27	20	0	22	84	99	0	74
14:35:00	52500	135	150	0	121	0	0	0	0	23	26	0	23	4	4	0	14	18	23	0	17	90	97	0	67
14:40:00	52800	128	136	0	113	0	0	0	0	24	27	0	20	1	3	0	12	18	17	0	18	85	89	0	63
14:45:00	53100	102	101	0	114	0	0	0	0	14	16	0	18	2	1	0	13	15	17	0	16	71	67	0	67
14:50:00	53400	123	122	0	115	0	0	0	0	23	20	0	21	1	1	0	13	24	18	0	22	75	83	0	59
14:55:00	53700	141	147	0	109	0	0	0	0	30	23	0	28	1	5	0	9	17	22	0	17	93	97	0	55
15:00:00	54000	123	138	0	94	0	0	0	0	21	27	0	22	2	1	0	10	21	22	0	16	79	88	0	46
15:05:00	54300	107	104	0	97	0	0	0	0	21	20	0	23	1	2	0	9	12	14	0	14	73	68	0	51
15:10:00	54600	113	116	0	94	0	0	0	0	21	22	0	22	0	2	0	7	17	18	0	13	75	74	0	52
15:15:00	54900	108	112	0	90	0	0	0	0	21	24	0	19	1	0	0	8	14	12	0	15	72	76	0	48
15:20:00	55200	114	112	0	92	0	0	0	0	24	19	0	24	3	3	0	8	9	16	0	8	78	74	0	52
15:25:00	55500	105	105	0	92	0	0	0	0	21	28	0	17	0	0	0	8	8	11	0	5	76	66	0	62
15:30:00	55800	97	98	0	91	0	0	0	0	16	20	0	13	1	0	0	9	17	10	0	12	63	68	0	57
15:35:00	56100	119	110	0	100	0	0	0	0	21	17	0	17	4	4	0	9	20	15	0	17	74	74	0	57
15:40:00	56400	108	101	0	107	0	0	0	0	20	17	0	20	0	0	0	9	13	20	0	10	75	64	0	68
15:45:00	56700	101	96	0	112	0	0	0	0	16	19	0	17	3	2	0	10	19	11	0	18	63	64	0	67
15:50:00	57000	134	132	0	114	0	0	0	0	18	16	0	19	5	3	0	12	26	25	0	19	85	88	0	64
15:55:00	57300	125	116	0	123	1	0	0	1	20	18	0	21	3	2	0	13	16	21	0	14	85	75	0	74
16:00:00	57600	115	125	0	113	0	0	0	1	17	24	0	14	3	3	0	13	15	17	0	12	80	81	0	73
16:05:00	57900	122	110	0	125	1	1	0	1	16	19	0	11	3	0	0	16	23	16	0	19	79	74	0	78
16:10:00	58200	143	130	0	138	1	0	0	2	24	13	0	22	1	3	0	14	26	22	0	23	91	92	0	77
16:15:00	58500	186	171	0	153	1	1	0	2	36	24	0	34	0	4	0	10	37	30	0	30	112	112	0	77
16:20:00	58800	207	186	0	174	4	2	0	4	29	29	0	34	1	2	0	9	36	37	0	29	137	116	0	98
16:25:00	59100	225	205	0	194	2	3	0	3	44	35	0	43	2	2	0	9	28	29	0	28	149	136	0	111
16:30:00	59400	276	242	0	228	8	1	0	10	50	46	0	47	3	3	0	9	37	30	0	35	178	162	0	127
16:35:00	59700	350	282	0	296	10	1	0	19	83	39	0	91	4	0	0	13	42	34	0	43	211	208	0	130
16:40:00	60000	333	332	0	297	8	7	0	20	61	72	0	80	4	4	0	13	33	47	0	29	227	202	0	155
16:45:00	60300	362	323	0	336	8	7	0	21	77	46	0	111	1	3	0	11	45	36	0	38	231	231	0	155
16:50:00	60600	448	400	0	384	12	9	0	24	91	86	0	116	1	1	0	11	58	33	0	63	286	271	0	170
16:55:00	60900	492	445	0	431	21	10	0	35	91	73	0	134	5	1	0	15	62	56	0	69	313	305	0	178
17:00:00	61200	530	471	0	490	9	9	0	35	113	85	0	162	5	4	0	16	48	61	0	56	355	312	0	221
17:05:00	61500	610	536	0	564	26	15	0	46	132	90	0	204	4	2	0	18	75	45	0	86	373	384	0	210
17:10:00	61800	716	629	0	651	26	25	0	47	138	125	0	217	5	3	0	20	68	71	0	83	479	405	0	284
17:15:00	62100	827	710	0	768	26	19	0	54	211	118	0	310	10	3	0	27	70	53	0	100	510	517	0	277
17:20:00	62400	940	785	0	923	42	23	0	73	213	147	0	376	12	3	0	36	81	53	0	128	592	559	0	310
17:25:00	62700	1021	820	0	1124	44	21	0	96	255	146	0	485	21	5	0	52	72	36	0	164	629	612	0	327
17:30:00	63000	1163	902	0	1385	56	28	0	124	292	141	0	636	30	3	0	79	83	52	0	195	702	678	0	351
17:35:00	63300	1269	1069	0	1585	52	36	0	140	300	212	0	724	34	7	0	106	103	46	0	252	780	768	0	363
17:40:00	63600	1312	1077	0	1820	58	38	0	160	314	187	0	851	43	18	0	131	94	36	0	310	803	798	0	368
17:45:00	63900	1420	1127	0	2113	56	36	0	180	343	202	0	992	35	16	0	150	99	60	0	349	887	813	0	442
17:50:00	64200	1639	1339	0	2413	85	40	0	225	390	229	0	1153	50	26	0	174	111	57	0	403	1003	987	0	458
17:55:00	64500	1783	1385	0	2811	76	53	0	248	443	218	0	1378	47	28	0	193	118	64	0	457	1099	1022	0	535
18:00:00	64800	1044	1091	0	2764	51	41	0	258	230	199	0	1409	13	37	0	169	133	43	0	547	617	771	0	381
18:05:00	65100	632	886	0	2510	9	50	0	217	77	206	0	1280	1	48	0	122	84	62	0	569	461	520	0	322
18:10:00	65400	479	742	0	2247	4	39	0	182	54	171	0	1163	0	38	0	84	59	43	0	585	362	451	0	233
18:15:00	65700	364	581	0	2030	1	19	0	164	33	147	0	1049	0	24	0	60	31	63	0	553	299	328	0	204
18:20:00	66000	321	496	0	1855	3	14	0	153	32	121	0	960	0	29	0	31	23	50	0	526	263	282	0	185
18:25:00	66300	186	316	0	1725	1	8	0	146	25	71	0	914	1	13	0	19	16	21	0	521	143	203	0	125
18:30:00	66600	138	218	0	1645	1	8	0	139	15	48	0	881	1	6	0	14	16	12	0	525	105	144	0	86
18:35:00	66900	133	164	0	1614	0	5	0	134	27	36	0	872	5	4	0	15	9	5	0	529	92	114	0	64
18:40:00	67200	143	175	0	1582	1	4	0	131	20	40	0	852	0	3	0	12	12	28	0	513	110	100	0	74
18:45:00	67500	131	155	0	1558	0	3	0	128	25	42	0	835	2	3	0	11	10	4	0	519	94	103	0	65
18:50:00	67800	131	147	0	1542	0	5	0	123	17	38	0	814	1	3	0	9	25	6	0	538	88	95	0	58
18:55:00	68100	137	150	0	1529	0	2	0	121	19	39	0	794	3	1	0	11	23	13	0	548	92	95	0	55
19:00:00	68400	104	130	0	1503	0	0	0	121	11	39	0	766	0	2	0	9	10	14	0	544	83	75	0	63
19:05:00	68700	99	124	0	1478	0	3	0	118	13	22	0	757	2	3	0	8	22	9	0	557	62	87	0	38
19:10:00	69000	106	101	0	1483	0	3	0	115	15	24	0	748	2	1	0	9	18	8	0	567	71	65	0	44
19:15:00	69300	87	95	0	1475	0	2	0	113	12	17	0	743	3	1	0	11	12	14	0	565	60	61	0	43
19:20:00	69600	84	90	0	1469	0	2	0	111	6	25	0	724	4	0	0	15	12	13	0	564	62	50	0	55
19:25:00	69900	75	85	0	1459	0	1	0	110	11	18	0	717	1	1	0	15	11	9	0	566	52	56	0	51
19:30:00	70200	93	104	0	1448	0	3	0	107	15	16	0	716	0	5	0	10	14	14	0	566	64	66	0	49
19:35:00	70500	72	80	0	1440	0	0	0	107	8	21	0	703	1	1	0	10	16	5	0	577	47	53	0	43
19:40:00	70800	75	84	0	1431	0	1	0	106	9	17	0	695	1	3	0	8	6	11	0	572	59	52	0	50
19:45:00	71100	99	104	0	1426	0	0	0	106	17	21	0	691	1	2	0	7	16	18	0	570	65	63	0	52
